Pattern_Name,LUTindexTemperature_20,LUTindexTemperature_25,LUTindexTemperature_26,LUTindexTemperature_28,LUTindexTemperature_30,LUTindexTemperature_32,LUTindexTemperature_35,LUTindexTemperature_40
LUTindex208,2.059640e+02,2.069820e+02,2.071856e+02,2.075928e+02,208,2.084072e+02,2.090180e+02,2.100360e+02
LUTindex209,2.069966e+02,2.079983e+02,2.081986e+02,2.085993e+02,209,2.094007e+02,2.100017e+02,2.110034e+02
LUTindex210,2.080270e+02,2.090135e+02,2.092108e+02,2.096054e+02,210,2.103946e+02,2.109865e+02,2.119730e+02
LUTindex211,2.090556e+02,2.100278e+02,2.102222e+02,2.106111e+02,211,2.113889e+02,2.119722e+02,2.129445e+02
LUTindex212,2.100834e+02,2.110417e+02,2.112333e+02,2.116167e+02,212,2.123833e+02,2.129583e+02,2.139167e+02
LUTindex213,2.111114e+02,2.120557e+02,2.122445e+02,2.126223e+02,213,2.133777e+02,2.139444e+02,2.148888e+02
LUTindex214,2.121405e+02,2.130702e+02,2.132562e+02,2.136281e+02,214,2.143719e+02,2.149298e+02,2.158597e+02
LUTindex215,2.131719e+02,2.140859e+02,2.142687e+02,2.146344e+02,215,2.153656e+02,2.159141e+02,2.168283e+02
LUTindex216,2.142064e+02,2.151032e+02,2.152826e+02,2.156413e+02,216,2.163587e+02,2.168968e+02,2.177937e+02
LUTindex217,2.152451e+02,2.161225e+02,2.162980e+02,2.166490e+02,217,2.173510e+02,2.178775e+02,2.187549e+02
LUTindex218,2.162876e+02,2.171438e+02,2.173151e+02,2.176575e+02,218,2.183425e+02,2.188561e+02,2.197123e+02
LUTindex219,2.173332e+02,2.181666e+02,2.183333e+02,2.186667e+02,219,2.193333e+02,2.198333e+02,2.206666e+02
LUTindex220,2.183814e+02,2.191907e+02,2.193526e+02,2.196763e+02,220,2.203237e+02,2.208093e+02,2.216185e+02
LUTindex221,2.194314e+02,2.202157e+02,2.203726e+02,2.206863e+02,221,2.213137e+02,2.217843e+02,2.225685e+02
LUTindex222,2.204827e+02,2.212413e+02,2.213931e+02,2.216965e+02,222,2.223035e+02,2.227586e+02,2.235172e+02
LUTindex223,2.215347e+02,2.222673e+02,2.224139e+02,2.227069e+02,223,2.232931e+02,2.237327e+02,2.244653e+02
LUTindex224,2.225867e+02,2.232934e+02,2.234347e+02,2.237173e+02,224,2.242827e+02,2.247066e+02,2.254133e+02
LUTindex225,2.236384e+02,2.243192e+02,2.244554e+02,2.247277e+02,225,2.252723e+02,2.256808e+02,2.263616e+02
LUTindex226,2.246917e+02,2.253459e+02,2.254767e+02,2.257383e+02,226,2.262617e+02,2.266541e+02,2.273083e+02
LUTindex227,2.257469e+02,2.263734e+02,2.264988e+02,2.267494e+02,227,2.272506e+02,2.276266e+02,2.282531e+02
LUTindex228,2.268030e+02,2.274015e+02,2.275212e+02,2.277606e+02,228,2.282394e+02,2.285985e+02,2.291970e+02
LUTindex229,2.278593e+02,2.284297e+02,2.285437e+02,2.287719e+02,229,2.292281e+02,2.295704e+02,2.301407e+02
LUTindex230,2.289149e+02,2.294574e+02,2.295660e+02,2.297830e+02,230,2.302170e+02,2.305426e+02,2.310852e+02
LUTindex231,2.299689e+02,2.304845e+02,2.305876e+02,2.307938e+02,231,2.312062e+02,2.315156e+02,2.320312e+02
LUTindex232,2.310205e+02,2.315103e+02,2.316082e+02,2.318041e+02,232,2.321959e+02,2.324897e+02,2.329795e+02
LUTindex233,2.320690e+02,2.325345e+02,2.326276e+02,2.328138e+02,233,2.331862e+02,2.334655e+02,2.339310e+02
LUTindex234,2.331145e+02,2.335573e+02,2.336458e+02,2.338229e+02,234,2.341771e+02,2.344427e+02,2.348854e+02
LUTindex235,2.341580e+02,2.345790e+02,2.346632e+02,2.348316e+02,235,2.351684e+02,2.354210e+02,2.358419e+02
LUTindex236,2.351997e+02,2.355998e+02,2.356799e+02,2.358399e+02,236,2.361601e+02,2.364001e+02,2.368003e+02
LUTindex237,2.362400e+02,2.366200e+02,2.366960e+02,2.368480e+02,237,2.371520e+02,2.373800e+02,2.377599e+02
LUTindex238,2.372794e+02,2.376397e+02,2.377118e+02,2.378559e+02,238,2.381441e+02,2.383603e+02,2.387205e+02
LUTindex239,2.383183e+02,2.386592e+02,2.387273e+02,2.388637e+02,239,2.391363e+02,2.393408e+02,2.396816e+02
LUTindex240,2.393572e+02,2.396786e+02,2.397429e+02,2.398714e+02,240,2.401286e+02,2.403214e+02,2.406428e+02
LUTindex241,2.403963e+02,2.406981e+02,2.407585e+02,2.408793e+02,241,2.411207e+02,2.413019e+02,2.416037e+02
LUTindex242,2.414345e+02,2.417172e+02,2.417738e+02,2.418869e+02,242,2.421131e+02,2.422828e+02,2.425655e+02
LUTindex243,2.424715e+02,2.427358e+02,2.427886e+02,2.428943e+02,243,2.431057e+02,2.432642e+02,2.435285e+02
LUTindex244,2.435079e+02,2.437539e+02,2.438032e+02,2.439016e+02,244,2.440984e+02,2.442461e+02,2.444921e+02
LUTindex245,2.445441e+02,2.447720e+02,2.448176e+02,2.449088e+02,245,2.450912e+02,2.452280e+02,2.454559e+02
LUTindex246,2.455806e+02,2.457903e+02,2.458322e+02,2.459161e+02,246,2.460839e+02,2.462097e+02,2.464195e+02
LUTindex247,2.466177e+02,2.468089e+02,2.468471e+02,2.469235e+02,247,2.470765e+02,2.471911e+02,2.473823e+02
LUTindex248,2.476561e+02,2.478280e+02,2.478624e+02,2.479312e+02,248,2.480688e+02,2.481720e+02,2.483439e+02
LUTindex249,2.486960e+02,2.488480e+02,2.488784e+02,2.489392e+02,249,2.490608e+02,2.491520e+02,2.493040e+02
LUTindex250,2.497370e+02,2.498685e+02,2.498948e+02,2.499474e+02,250,2.500526e+02,2.501315e+02,2.502630e+02
LUTindex251,2.507789e+02,2.508894e+02,2.509116e+02,2.509558e+02,251,2.510442e+02,2.511105e+02,2.512211e+02
LUTindex252,2.518215e+02,2.519108e+02,2.519286e+02,2.519643e+02,252,2.520357e+02,2.520892e+02,2.521784e+02
LUTindex253,2.528650e+02,2.529325e+02,2.529460e+02,2.529730e+02,253,2.530270e+02,2.530675e+02,2.531350e+02
LUTindex254,2.539092e+02,2.539546e+02,2.539637e+02,2.539818e+02,254,2.540182e+02,2.540454e+02,2.540908e+02
LUTindex255,2.549542e+02,2.549771e+02,2.549817e+02,2.549908e+02,255,2.550092e+02,2.550229e+02,2.550458e+02
LUTindex256,256,256,256,256,256,256,256,256
