Pattern_Name,LUTindexTemperature_20,LUTindexTemperature_25,LUTindexTemperature_26,LUTindexTemperature_28,LUTindexTemperature_30,LUTindexTemperature_32,LUTindexTemperature_35,LUTindexTemperature_40
LUTindex208,2.059044e+02,2.069522e+02,2.071618e+02,2.075809e+02,208,2.084191e+02,2.090478e+02,2.100956e+02
LUTindex209,2.069444e+02,2.079722e+02,2.081778e+02,2.085889e+02,209,2.094111e+02,2.100278e+02,2.110556e+02
LUTindex210,2.079841e+02,2.089920e+02,2.091936e+02,2.095968e+02,210,2.104032e+02,2.110080e+02,2.120159e+02
LUTindex211,2.090236e+02,2.100118e+02,2.102094e+02,2.106047e+02,211,2.113953e+02,2.119882e+02,2.129764e+02
LUTindex212,2.100631e+02,2.110316e+02,2.112253e+02,2.116126e+02,212,2.123874e+02,2.129684e+02,2.139369e+02
LUTindex213,2.111030e+02,2.120515e+02,2.122412e+02,2.126206e+02,213,2.133794e+02,2.139485e+02,2.148970e+02
LUTindex214,2.121436e+02,2.130718e+02,2.132574e+02,2.136287e+02,214,2.143713e+02,2.149282e+02,2.158565e+02
LUTindex215,2.131850e+02,2.140925e+02,2.142740e+02,2.146370e+02,215,2.153630e+02,2.159075e+02,2.168150e+02
LUTindex216,2.142276e+02,2.151138e+02,2.152910e+02,2.156455e+02,216,2.163545e+02,2.168862e+02,2.177724e+02
LUTindex217,2.152717e+02,2.161359e+02,2.163087e+02,2.166543e+02,217,2.173457e+02,2.178641e+02,2.187283e+02
LUTindex218,2.163174e+02,2.171587e+02,2.173269e+02,2.176635e+02,218,2.183365e+02,2.188413e+02,2.196826e+02
LUTindex219,2.173643e+02,2.181822e+02,2.183457e+02,2.186729e+02,219,2.193271e+02,2.198178e+02,2.206356e+02
LUTindex220,2.184124e+02,2.192062e+02,2.193649e+02,2.196825e+02,220,2.203175e+02,2.207938e+02,2.215876e+02
LUTindex221,2.194611e+02,2.202306e+02,2.203844e+02,2.206922e+02,221,2.213078e+02,2.217694e+02,2.225389e+02
LUTindex222,2.205103e+02,2.212552e+02,2.214041e+02,2.217021e+02,222,2.222979e+02,2.227448e+02,2.234897e+02
LUTindex223,2.215597e+02,2.222799e+02,2.224239e+02,2.227119e+02,223,2.232881e+02,2.237201e+02,2.244403e+02
LUTindex224,2.226090e+02,2.233045e+02,2.234436e+02,2.237218e+02,224,2.242782e+02,2.246955e+02,2.253910e+02
LUTindex225,2.236579e+02,2.243290e+02,2.244632e+02,2.247316e+02,225,2.252684e+02,2.256710e+02,2.263421e+02
LUTindex226,2.247074e+02,2.253537e+02,2.254830e+02,2.257415e+02,226,2.262585e+02,2.266463e+02,2.272926e+02
LUTindex227,2.257575e+02,2.263787e+02,2.265030e+02,2.267515e+02,227,2.272485e+02,2.276213e+02,2.282425e+02
LUTindex228,2.268079e+02,2.274039e+02,2.275232e+02,2.277616e+02,228,2.282384e+02,2.285961e+02,2.291921e+02
LUTindex229,2.278582e+02,2.284291e+02,2.285433e+02,2.287716e+02,229,2.292284e+02,2.295709e+02,2.301418e+02
LUTindex230,2.289082e+02,2.294541e+02,2.295633e+02,2.297816e+02,230,2.302184e+02,2.305459e+02,2.310918e+02
LUTindex231,2.299574e+02,2.304787e+02,2.305830e+02,2.307915e+02,231,2.312085e+02,2.315213e+02,2.320426e+02
LUTindex232,2.310055e+02,2.315027e+02,2.316022e+02,2.318011e+02,232,2.321989e+02,2.324973e+02,2.329945e+02
LUTindex233,2.320521e+02,2.325261e+02,2.326209e+02,2.328104e+02,233,2.331896e+02,2.334739e+02,2.339478e+02
LUTindex234,2.330977e+02,2.335489e+02,2.336391e+02,2.338195e+02,234,2.341805e+02,2.344511e+02,2.349023e+02
LUTindex235,2.341424e+02,2.345712e+02,2.346570e+02,2.348285e+02,235,2.351715e+02,2.354288e+02,2.358576e+02
LUTindex236,2.351863e+02,2.355932e+02,2.356745e+02,2.358373e+02,236,2.361627e+02,2.364068e+02,2.368136e+02
LUTindex237,2.362295e+02,2.366148e+02,2.366918e+02,2.368459e+02,237,2.371541e+02,2.373852e+02,2.377705e+02
LUTindex238,2.372721e+02,2.376360e+02,2.377088e+02,2.378544e+02,238,2.381456e+02,2.383640e+02,2.387279e+02
LUTindex239,2.383140e+02,2.386570e+02,2.387256e+02,2.388628e+02,239,2.391372e+02,2.393430e+02,2.396860e+02
LUTindex240,2.393554e+02,2.396777e+02,2.397422e+02,2.398711e+02,240,2.401289e+02,2.403223e+02,2.406446e+02
LUTindex241,2.403963e+02,2.406982e+02,2.407585e+02,2.408793e+02,241,2.411207e+02,2.413018e+02,2.416037e+02
LUTindex242,2.414360e+02,2.417180e+02,2.417744e+02,2.418872e+02,242,2.421128e+02,2.422820e+02,2.425640e+02
LUTindex243,2.424746e+02,2.427373e+02,2.427898e+02,2.428949e+02,243,2.431051e+02,2.432627e+02,2.435254e+02
LUTindex244,2.435125e+02,2.437562e+02,2.438050e+02,2.439025e+02,244,2.440975e+02,2.442438e+02,2.444875e+02
LUTindex245,2.445500e+02,2.447750e+02,2.448200e+02,2.449100e+02,245,2.450900e+02,2.452250e+02,2.454500e+02
LUTindex246,2.455875e+02,2.457937e+02,2.458350e+02,2.459175e+02,246,2.460825e+02,2.462063e+02,2.464125e+02
LUTindex247,2.466255e+02,2.468127e+02,2.468502e+02,2.469251e+02,247,2.470749e+02,2.471873e+02,2.473745e+02
LUTindex248,2.476643e+02,2.478321e+02,2.478657e+02,2.479329e+02,248,2.480671e+02,2.481679e+02,2.483357e+02
LUTindex249,2.487043e+02,2.488521e+02,2.488817e+02,2.489409e+02,249,2.490591e+02,2.491479e+02,2.492957e+02
LUTindex250,2.497450e+02,2.498725e+02,2.498980e+02,2.499490e+02,250,2.500510e+02,2.501275e+02,2.502550e+02
LUTindex251,2.507863e+02,2.508931e+02,2.509145e+02,2.509573e+02,251,2.510427e+02,2.511069e+02,2.512137e+02
LUTindex252,2.518281e+02,2.519140e+02,2.519312e+02,2.519656e+02,252,2.520344e+02,2.520860e+02,2.521719e+02
LUTindex253,2.528703e+02,2.529352e+02,2.529481e+02,2.529741e+02,253,2.530259e+02,2.530648e+02,2.531297e+02
LUTindex254,2.539131e+02,2.539565e+02,2.539652e+02,2.539826e+02,254,2.540174e+02,2.540435e+02,2.540869e+02
LUTindex255,2.549563e+02,2.549781e+02,2.549825e+02,2.549913e+02,255,2.550087e+02,2.550219e+02,2.550437e+02
LUTindex256,256,256,256,256,256,256,256,256
