Pattern_Name,LUTindexTemperature_20,LUTindexTemperature_25,LUTindexTemperature_26,LUTindexTemperature_28,LUTindexTemperature_30,LUTindexTemperature_32,LUTindexTemperature_35,LUTindexTemperature_40
LUTindex176,1.725503e+02,1.742751e+02,1.746201e+02,1.753100e+02,176,1.766900e+02,1.777249e+02,1.794498e+02
LUTindex177,1.735730e+02,1.752865e+02,1.756292e+02,1.763146e+02,177,1.776854e+02,1.787135e+02,1.804269e+02
LUTindex178,1.745970e+02,1.762985e+02,1.766388e+02,1.773194e+02,178,1.786806e+02,1.797015e+02,1.814030e+02
LUTindex179,1.756220e+02,1.773110e+02,1.776488e+02,1.783244e+02,179,1.796756e+02,1.806890e+02,1.823780e+02
LUTindex180,1.766479e+02,1.783240e+02,1.786592e+02,1.793296e+02,180,1.806704e+02,1.816760e+02,1.833521e+02
LUTindex181,1.776747e+02,1.793373e+02,1.796699e+02,1.803349e+02,181,1.816651e+02,1.826627e+02,1.843253e+02
LUTindex182,1.787021e+02,1.803511e+02,1.806808e+02,1.813404e+02,182,1.826596e+02,1.836489e+02,1.852979e+02
LUTindex183,1.797301e+02,1.813651e+02,1.816921e+02,1.823460e+02,183,1.836540e+02,1.846349e+02,1.862699e+02
LUTindex184,1.807586e+02,1.823793e+02,1.827035e+02,1.833517e+02,184,1.846483e+02,1.856207e+02,1.872414e+02
LUTindex185,1.817874e+02,1.833937e+02,1.837150e+02,1.843575e+02,185,1.856425e+02,1.866063e+02,1.882126e+02
LUTindex186,1.828163e+02,1.844082e+02,1.847265e+02,1.853633e+02,186,1.866367e+02,1.875918e+02,1.891837e+02
LUTindex187,1.838454e+02,1.854227e+02,1.857381e+02,1.863691e+02,187,1.876309e+02,1.885773e+02,1.901546e+02
LUTindex188,1.848749e+02,1.864375e+02,1.867500e+02,1.873750e+02,188,1.886250e+02,1.895625e+02,1.911251e+02
LUTindex189,1.859053e+02,1.874526e+02,1.877621e+02,1.883810e+02,189,1.896190e+02,1.905474e+02,1.920948e+02
LUTindex190,1.869366e+02,1.884683e+02,1.887746e+02,1.893873e+02,190,1.906127e+02,1.915317e+02,1.930634e+02
LUTindex191,1.879693e+02,1.894846e+02,1.897877e+02,1.903938e+02,191,1.916062e+02,1.925154e+02,1.940308e+02
LUTindex192,1.890035e+02,1.905017e+02,1.908014e+02,1.914007e+02,192,1.925993e+02,1.934983e+02,1.949965e+02
LUTindex193,1.900396e+02,1.915198e+02,1.918158e+02,1.924079e+02,193,1.935921e+02,1.944802e+02,1.959604e+02
LUTindex194,1.910777e+02,1.925389e+02,1.928311e+02,1.934156e+02,194,1.945844e+02,1.954611e+02,1.969222e+02
LUTindex195,1.921177e+02,1.935588e+02,1.938471e+02,1.944235e+02,195,1.955765e+02,1.964411e+02,1.978823e+02
LUTindex196,1.931591e+02,1.945795e+02,1.948636e+02,1.954318e+02,196,1.965682e+02,1.974205e+02,1.988409e+02
LUTindex197,1.942015e+02,1.956008e+02,1.958806e+02,1.964403e+02,197,1.975597e+02,1.983992e+02,1.997984e+02
LUTindex198,1.952448e+02,1.966224e+02,1.968979e+02,1.974490e+02,198,1.985510e+02,1.993776e+02,2.007552e+02
LUTindex199,1.962885e+02,1.976442e+02,1.979154e+02,1.984577e+02,199,1.995423e+02,2.003558e+02,2.017115e+02
LUTindex200,1.973322e+02,1.986661e+02,1.989329e+02,1.994664e+02,200,2.005336e+02,2.013339e+02,2.026678e+02
LUTindex201,1.983758e+02,1.996879e+02,1.999503e+02,2.004752e+02,201,2.015248e+02,2.023121e+02,2.036242e+02
LUTindex202,1.994199e+02,2.007099e+02,2.009680e+02,2.014840e+02,202,2.025160e+02,2.032901e+02,2.045801e+02
LUTindex203,2.004647e+02,2.017323e+02,2.019859e+02,2.024929e+02,203,2.035071e+02,2.042677e+02,2.055353e+02
LUTindex204,2.015099e+02,2.027550e+02,2.030040e+02,2.035020e+02,204,2.044980e+02,2.052450e+02,2.064901e+02
LUTindex205,2.025555e+02,2.037777e+02,2.040222e+02,2.045111e+02,205,2.054889e+02,2.062223e+02,2.074445e+02
LUTindex206,2.036012e+02,2.048006e+02,2.050405e+02,2.055202e+02,206,2.064798e+02,2.071994e+02,2.083988e+02
LUTindex207,2.046468e+02,2.058234e+02,2.060587e+02,2.065294e+02,207,2.074706e+02,2.081766e+02,2.093532e+02
